Bridge_ID,Location,Age (years),Material,Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Maintenance_History,Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Material_Composition,Bridge_Design,Construction_Quality,Temperature (°C),Humidity (%),Collapse_Status
2146,Region_1,23,Steel,468.3168316831683,14.653465346534654,29.306930693069308,2223.762376237624,Rainy,1072.6072607260726,2015-11-16,21.452145214521455,2.145214521452145,371.6171617161716,107.26072607260726,"Steel 70%, Concrete 30%",Arch,Good,-12.838283828382838,21.452145214521455,Standing
2147,Region_2,10,Concrete,468.51185118511853,14.657965796579658,29.315931593159316,2224.7524752475247,Sunny,1073.107310731073,2015-11-17,21.462146214621463,2.1462146214621463,371.6971697169717,107.3107310731073,"Concrete 80%, Wood 20%",Beam,Good,-12.83028302830283,21.462146214621463,Standing
2148,Region_3,46,Wood,468.7068706870687,14.662466246624662,29.324932493249324,2225.7425742574255,Snowy,1073.6073607360736,2015-11-18,21.472147214721474,2.1472147214721473,371.7771777177718,107.36073607360736,"Concrete 80%, Wood 20%",Truss,Good,-12.822282228222821,21.472147214721474,Standing
2149,Region_4,3,Steel,468.9018901890189,14.666966696669668,29.333933393339336,2226.732673267327,Cloudy,1074.107410741074,2015-11-19,21.482148214821482,2.1482148214821484,371.8571857185718,107.4107410741074,"Steel 70%, Concrete 30%",Arch,Good,-12.814281428142813,21.482148214821482,Standing
2150,Region_5,24,Concrete,469.0969096909691,14.671467146714672,29.342934293429344,2227.7227722772277,Windy,1074.6074607460746,2015-11-20,21.492149214921493,2.1492149214921494,371.937193719372,107.46074607460746,"Concrete 80%, Wood 20%",Beam,Good,-12.806280628062805,21.492149214921493,Standing
2151,Region_1,21,Wood,469.29192919291927,14.675967596759676,29.351935193519353,2228.7128712871286,Rainy,1075.107510751075,2015-11-21,21.502150215021505,2.15021502150215,372.017201720172,107.5107510751075,"Concrete 80%, Wood 20%",Truss,Good,-12.7982798279828,21.502150215021505,Standing
2152,Region_2,39,Steel,469.4869486948695,14.68046804680468,29.36093609360936,2229.70297029703,Sunny,1075.6075607560756,2015-11-22,21.512151215121513,2.151215121512151,372.0972097209721,107.56075607560756,"Steel 70%, Concrete 30%",Arch,Good,-12.790279027902791,21.512151215121513,Standing
2153,Region_3,9,Concrete,469.6819681968197,14.684968496849685,29.36993699369937,2230.6930693069307,Snowy,1076.107610761076,2015-11-23,21.522152215221524,2.152215221522152,372.1772177217722,107.61076107610761,"Concrete 80%, Wood 20%",Beam,Good,-12.782278227822783,21.522152215221524,Standing
2154,Region_4,40,Wood,469.8769876987699,14.68946894689469,29.37893789378938,2231.6831683168316,Cloudy,1076.6076607660766,2015-11-24,21.532153215321532,2.1532153215321532,372.25722572257223,107.66076607660766,"Concrete 80%, Wood 20%",Truss,Good,-12.774277427742774,21.532153215321532,Standing
2155,Region_5,35,Steel,470.07200720072007,14.693969396939695,29.38793879387939,2232.6732673267325,Windy,1077.107710771077,2015-11-25,21.542154215421544,2.1542154215421543,372.3372337233724,107.71077107710771,"Steel 70%, Concrete 30%",Arch,Good,-12.766276627662766,21.542154215421544,Standing
2156,Region_1,24,Concrete,470.26702670267025,14.698469846984699,29.396939693969397,2233.6633663366338,Rainy,1077.6077607760776,2015-11-26,21.55215521552155,2.1552155215521553,372.4172417241724,107.76077607760776,"Concrete 80%, Wood 20%",Beam,Good,-12.758275827582757,21.55215521552155,Standing
2157,Region_2,21,Wood,470.46204620462044,14.702970297029703,29.405940594059405,2234.6534653465346,Sunny,1078.1078107810781,2015-11-27,21.562156215621563,2.1562156215621564,372.4972497249725,107.81078107810781,"Concrete 80%, Wood 20%",Truss,Good,-12.750275027502749,21.562156215621563,Standing
2158,Region_3,33,Steel,470.6570657065707,14.707470747074709,29.414941494149417,2235.6435643564355,Snowy,1078.6078607860786,2015-11-28,21.572157215721575,2.157215721572157,372.5772577257726,107.86078607860786,"Steel 70%, Concrete 30%",Arch,Good,-12.742274227422744,21.572157215721575,Standing
2159,Region_4,6,Concrete,470.85208520852086,14.711971197119713,29.423942394239425,2236.633663366337,Cloudy,1079.1079107910791,2015-11-29,21.582158215821583,2.158215821582158,372.65726572657263,107.91079107910791,"Concrete 80%, Wood 20%",Beam,Good,-12.734273427342735,21.582158215821583,Standing
2160,Region_5,40,Wood,471.04710471047105,14.716471647164717,29.432943294329434,2237.6237623762377,Windy,1079.6079607960796,2015-11-30,21.592159215921594,2.159215921592159,372.7372737273728,107.96079607960796,"Concrete 80%, Wood 20%",Truss,Good,-12.726272627262727,21.592159215921594,Standing
2161,Region_1,3,Steel,471.24212421242123,14.72097209720972,29.44194419441944,2238.6138613861385,Rainy,1080.1080108010801,2015-12-01,21.602160216021602,2.16021602160216,372.8172817281728,108.01080108010801,"Steel 70%, Concrete 30%",Arch,Good,-12.718271827182718,21.602160216021602,Standing
2162,Region_2,38,Concrete,471.4371437143714,14.725472547254725,29.45094509450945,2239.6039603960394,Sunny,1080.6080608060806,2015-12-02,21.612161216121613,2.1612161216121613,372.8972897289729,108.06080608060806,"Concrete 80%, Wood 20%",Beam,Good,-12.71027102710271,21.612161216121613,Standing
2163,Region_3,1,Wood,471.6321632163216,14.72997299729973,29.45994599459946,2240.5940594059407,Snowy,1081.108110811081,2015-12-03,21.622162216221625,2.1622162216221623,372.977297729773,108.11081108110811,"Concrete 80%, Wood 20%",Truss,Good,-12.702270227022701,21.622162216221625,Standing
2164,Region_4,8,Steel,471.82718271827184,14.734473447344735,29.46894689468947,2241.5841584158416,Cloudy,1081.6081608160814,2015-12-04,21.632163216321633,2.1632163216321634,373.05730573057303,108.16081608160816,"Steel 70%, Concrete 30%",Arch,Good,-12.694269426942693,21.632163216321633,Standing
2165,Region_5,39,Concrete,472.022202220222,14.738973897389739,29.477947794779478,2242.5742574257424,Windy,1082.108210821082,2015-12-05,21.642164216421644,2.1642164216421644,373.1373137313732,108.21082108210821,"Concrete 80%, Wood 20%",Beam,Good,-12.686268626862685,21.642164216421644,Standing
2166,Region_1,19,Wood,472.2172217221722,14.743474347434743,29.486948694869486,2243.5643564356437,Rainy,1082.6082608260824,2015-12-06,21.652165216521652,2.165216521652165,373.2173217321732,108.26082608260826,"Concrete 80%, Wood 20%",Truss,Good,-12.67826782678268,21.652165216521652,Standing
2167,Region_2,5,Steel,472.4122412241224,14.747974797479749,29.495949594959498,2244.5544554455446,Sunny,1083.108310831083,2015-12-07,21.662166216621664,2.166216621662166,373.2973297329733,108.31083108310831,"Steel 70%, Concrete 30%",Arch,Good,-12.670267026702671,21.662166216621664,Standing
2168,Region_3,28,Concrete,472.6072607260726,14.752475247524753,29.504950495049506,2245.5445544554455,Snowy,1083.6083608360834,2015-12-08,21.67216721672167,2.167216721672167,373.3773377337734,108.36083608360836,"Concrete 80%, Wood 20%",Beam,Good,-12.662266226622663,21.67216721672167,Standing
2169,Region_4,9,Wood,472.8022802280228,14.756975697569757,29.513951395139514,2246.5346534653463,Cloudy,1084.108410841084,2015-12-09,21.682168216821683,2.1682168216821682,373.45734573457344,108.4108410841084,"Concrete 80%, Wood 20%",Truss,Good,-12.654265426542654,21.682168216821683,Standing
2170,Region_5,5,Steel,472.997299729973,14.761476147614761,29.522952295229523,2247.5247524752476,Windy,1084.6084608460844,2015-12-10,21.692169216921695,2.1692169216921693,373.5373537353736,108.46084608460845,"Steel 70%, Concrete 30%",Arch,Good,-12.646264626462646,21.692169216921695,Standing
2171,Region_1,20,Concrete,473.1923192319232,14.765976597659765,29.53195319531953,2248.5148514851485,Rainy,1085.108510851085,2015-12-11,21.702170217021703,2.1702170217021703,373.6173617361736,108.5108510851085,"Concrete 80%, Wood 20%",Beam,Good,-12.638263826382637,21.702170217021703,Standing
2172,Region_2,44,Wood,473.3873387338734,14.770477047704771,29.540954095409543,2249.5049504950493,Sunny,1085.6085608560854,2015-12-12,21.712171217121714,2.1712171217121714,373.6973697369737,108.56085608560855,"Concrete 80%, Wood 20%",Truss,Good,-12.630263026302629,21.712171217121714,Standing
2173,Region_3,13,Steel,473.58235823582356,14.774977497749775,29.54995499549955,2250.4950495049507,Snowy,1086.108610861086,2015-12-13,21.722172217221722,2.172217221722172,373.7773777377738,108.6108610861086,"Steel 70%, Concrete 30%",Arch,Good,-12.622262226222624,21.722172217221722,Standing
2174,Region_4,43,Concrete,473.77737773777375,14.77947794779478,29.55895589558956,2251.4851485148515,Cloudy,1086.6086608660864,2015-12-14,21.732173217321733,2.173217321732173,373.85738573857384,108.66086608660865,"Concrete 80%, Wood 20%",Beam,Good,-12.614261426142615,21.732173217321733,Standing
2175,Region_5,6,Wood,473.972397239724,14.783978397839784,29.567956795679567,2252.4752475247524,Windy,1087.108710871087,2015-12-15,21.742174217421745,2.174217421742174,373.937393739374,108.7108710871087,"Concrete 80%, Wood 20%",Truss,Good,-12.606260626062607,21.742174217421745,Standing
2176,Region_1,30,Steel,474.1674167416742,14.78847884788479,29.57695769576958,2253.4653465346532,Rainy,1087.6087608760874,2015-12-16,21.752175217521753,2.175217521752175,374.017401740174,108.76087608760875,"Steel 70%, Concrete 30%",Arch,Good,-12.598259825982598,21.752175217521753,Standing
2177,Region_2,5,Concrete,474.36243624362436,14.792979297929794,29.585958595859587,2254.4554455445545,Sunny,1088.108810881088,2015-12-17,21.762176217621764,2.1762176217621763,374.0974097409741,108.8108810881088,"Concrete 80%, Wood 20%",Beam,Good,-12.59025902590259,21.762176217621764,Standing
2178,Region_3,33,Wood,474.55745574557454,14.797479747974798,29.594959495949595,2255.4455445544554,Snowy,1088.6088608860885,2015-12-18,21.772177217721772,2.1772177217721773,374.1774177417742,108.86088608860885,"Concrete 80%, Wood 20%",Truss,Good,-12.582258225822581,21.772177217721772,Standing
2179,Region_4,3,Steel,474.7524752475247,14.801980198019802,29.603960396039604,2256.4356435643563,Cloudy,1089.108910891089,2015-12-19,21.782178217821784,2.1782178217821784,374.25742574257424,108.9108910891089,"Steel 70%, Concrete 30%",Arch,Good,-12.574257425742573,21.782178217821784,Standing
2180,Region_5,23,Concrete,474.94749474947497,14.806480648064806,29.612961296129612,2257.4257425742576,Windy,1089.6089608960895,2015-12-20,21.79217921792179,2.1792179217921794,374.33743374337433,108.96089608960895,"Concrete 80%, Wood 20%",Beam,Good,-12.566256625662565,21.79217921792179,Standing
2181,Region_1,41,Wood,475.14251425142515,14.810981098109812,29.621962196219624,2258.4158415841584,Rainy,1090.10901090109,2015-12-21,21.802180218021803,2.18021802180218,374.4174417441744,109.010901090109,"Concrete 80%, Wood 20%",Truss,Good,-12.55825582558256,21.802180218021803,Standing
2182,Region_2,2,Steel,475.33753375337534,14.815481548154816,29.63096309630963,2259.4059405940593,Sunny,1090.6090609060905,2015-12-22,21.812181218121815,2.181218121812181,374.4974497449745,109.06090609060905,"Steel 70%, Concrete 30%",Arch,Good,-12.550255025502551,21.812181218121815,Standing
2183,Region_3,41,Concrete,475.5325532553255,14.81998199819982,29.63996399639964,2260.39603960396,Snowy,1091.109110911091,2015-12-23,21.822182218221823,2.182218221822182,374.5774577457746,109.1109110911091,"Concrete 80%, Wood 20%",Beam,Good,-12.542254225422543,21.822182218221823,Standing
2184,Region_4,41,Wood,475.7275727572757,14.824482448244824,29.648964896489648,2261.3861386138615,Cloudy,1091.6091609160915,2015-12-24,21.832183218321834,2.1832183218321832,374.65746574657464,109.16091609160915,"Concrete 80%, Wood 20%",Truss,Good,-12.534253425342534,21.832183218321834,Standing
2185,Region_5,21,Steel,475.9225922592259,14.82898289828983,29.65796579657966,2262.3762376237623,Windy,1092.109210921092,2015-12-25,21.842184218421842,2.1842184218421843,374.73747374737474,109.2109210921092,"Steel 70%, Concrete 30%",Arch,Good,-12.526252625262526,21.842184218421842,Standing
2186,Region_1,15,Concrete,476.11761176117614,14.833483348334834,29.666966696669668,2263.366336633663,Rainy,1092.6092609260925,2015-12-26,21.852185218521853,2.1852185218521853,374.8174817481748,109.26092609260925,"Concrete 80%, Wood 20%",Beam,Good,-12.518251825182517,21.852185218521853,Standing
2187,Region_2,12,Wood,476.3126312631263,14.837983798379838,29.675967596759676,2264.3564356435645,Sunny,1093.109310931093,2015-12-27,21.862186218621865,2.1862186218621864,374.8974897489749,109.3109310931093,"Concrete 80%, Wood 20%",Truss,Good,-12.510251025102509,21.862186218621865,Standing
2188,Region_3,24,Steel,476.5076507650765,14.842484248424842,29.684968496849685,2265.3465346534654,Snowy,1093.6093609360935,2015-12-28,21.872187218721873,2.187218721872187,374.977497749775,109.36093609360935,"Steel 70%, Concrete 30%",Arch,Good,-12.502250225022504,21.872187218721873,Standing
2189,Region_4,36,Concrete,476.7026702670267,14.846984698469848,29.693969396939696,2266.3366336633662,Cloudy,1094.109410941094,2015-12-29,21.882188218821884,2.188218821882188,375.05750575057505,109.4109410941094,"Concrete 80%, Wood 20%",Beam,Good,-12.494249424942495,21.882188218821884,Standing
2190,Region_5,45,Wood,476.8976897689769,14.851485148514852,29.702970297029704,2267.326732673267,Windy,1094.6094609460945,2015-12-30,21.892189218921892,2.189218921892189,375.13751375137514,109.46094609460945,"Concrete 80%, Wood 20%",Truss,Good,-12.486248624862487,21.892189218921892,Standing
2191,Region_1,3,Steel,477.0927092709271,14.855985598559856,29.711971197119713,2268.3168316831684,Rainy,1095.109510951095,2015-12-31,21.902190219021904,2.19021902190219,375.21752175217523,109.5109510951095,"Steel 70%, Concrete 30%",Arch,Good,-12.478247824782478,21.902190219021904,Standing
2192,Region_2,8,Concrete,477.2877287728773,14.86048604860486,29.72097209720972,2269.3069306930693,Sunny,1095.6095609560955,2016-01-01,21.91219121912191,2.1912191219121913,375.29752975297527,109.56095609560955,"Concrete 80%, Wood 20%",Beam,Good,-12.47024702470247,21.91219121912191,Standing
2193,Region_3,38,Wood,477.4827482748275,14.864986498649865,29.72997299729973,2270.29702970297,Snowy,1096.109610961096,2016-01-02,21.922192219221923,2.1922192219221923,375.3775377537754,109.6109610961096,"Concrete 80%, Wood 20%",Truss,Good,-12.462246224622461,21.922192219221923,Standing
2194,Region_4,33,Steel,477.67776777677767,14.86948694869487,29.73897389738974,2271.2871287128714,Cloudy,1096.6096609660965,2016-01-03,21.932193219321935,2.1932193219321934,375.45754575457545,109.66096609660966,"Steel 70%, Concrete 30%",Arch,Good,-12.454245424542453,21.932193219321935,Standing
2195,Region_5,3,Concrete,477.87278727872786,14.873987398739875,29.74797479747975,2272.2772277227723,Windy,1097.109710971097,2016-01-04,21.942194219421943,2.1942194219421944,375.53755375537554,109.7109710971097,"Concrete 80%, Wood 20%",Beam,Good,-12.446244624462445,21.942194219421943,Standing
2196,Region_1,35,Wood,478.06780678067804,14.878487848784879,29.756975697569757,2273.267326732673,Rainy,1097.6097609760975,2016-01-05,21.952195219521954,2.195219521952195,375.61756175617563,109.76097609760976,"Concrete 80%, Wood 20%",Truss,Good,-12.43824382438244,21.952195219521954,Standing
2197,Region_2,13,Steel,478.2628262826283,14.882988298829883,29.765976597659765,2274.257425742574,Sunny,1098.109810981098,2016-01-06,21.962196219621962,2.196219621962196,375.69756975697567,109.8109810981098,"Steel 70%, Concrete 30%",Arch,Good,-12.430243024302431,21.962196219621962,Standing
2198,Region_3,9,Concrete,478.45784578457847,14.887488748874889,29.774977497749777,2275.2475247524753,Snowy,1098.6098609860985,2016-01-07,21.972197219721973,2.197219721972197,375.7775777577758,109.86098609860986,"Concrete 80%, Wood 20%",Beam,Good,-12.422242224222423,21.972197219721973,Standing
2199,Region_4,20,Wood,478.65286528652865,14.891989198919893,29.783978397839785,2276.237623762376,Cloudy,1099.109910991099,2016-01-08,21.982198219821985,2.1982198219821982,375.85758575857585,109.9109910991099,"Concrete 80%, Wood 20%",Truss,Good,-12.414241424142414,21.982198219821985,Standing
2200,Region_5,15,Steel,478.84788478847884,14.896489648964897,29.792979297929794,2277.227722772277,Windy,1099.6099609960995,2016-01-09,21.992199219921993,2.1992199219921993,375.93759375937594,109.96099609960996,"Steel 70%, Concrete 30%",Arch,Good,-12.406240624062406,21.992199219921993,Standing
2201,Region_1,20,Concrete,479.042904290429,14.900990099009901,29.801980198019802,2278.2178217821784,Rainy,1100.1100110011,2016-01-10,22.002200220022004,2.2002200220022003,376.01760176017603,110.01100110011001,"Concrete 80%, Wood 20%",Beam,Good,-12.398239823982397,22.002200220022004,Standing
2202,Region_2,20,Wood,479.2379237923792,14.905490549054905,29.81098109810981,2279.207920792079,Sunny,1100.6100610061005,2016-01-11,22.012201220122012,2.2012201220122014,376.09760976097607,110.06100610061006,"Concrete 80%, Wood 20%",Truss,Good,-12.390239023902389,22.012201220122012,Standing
2203,Region_3,20,Steel,479.43294329432945,14.90999099909991,29.81998199819982,2280.19801980198,Snowy,1101.110111011101,2016-01-12,22.022202220222024,2.202220222022202,376.1776177617762,110.11101110111011,"Steel 70%, Concrete 30%",Arch,Good,-12.382238223822384,22.022202220222024,Standing
2204,Region_4,31,Concrete,479.62796279627963,14.914491449144915,29.82898289828983,2281.1881188118814,Cloudy,1101.6101610161015,2016-01-13,22.03220322032203,2.203220322032203,376.25762576257625,110.16101610161016,"Concrete 80%, Wood 20%",Beam,Good,-12.374237423742375,22.03220322032203,Standing
2205,Region_5,49,Wood,479.8229822982298,14.918991899189919,29.837983798379838,2282.1782178217823,Windy,1102.110211021102,2016-01-14,22.042204220422043,2.204220422042204,376.33763376337635,110.21102110211021,"Concrete 80%, Wood 20%",Truss,Good,-12.366236623662367,22.042204220422043,Standing
2206,Region_1,14,Steel,480.01800180018,14.923492349234923,29.846984698469846,2283.168316831683,Rainy,1102.6102610261025,2016-01-15,22.052205220522055,2.205220522052205,376.41764176417644,110.26102610261026,"Steel 70%, Concrete 30%",Arch,Good,-12.358235823582358,22.052205220522055,Standing
2207,Region_2,36,Concrete,480.2130213021302,14.927992799279929,29.855985598559858,2284.158415841584,Sunny,1103.110311031103,2016-01-16,22.062206220622063,2.2062206220622063,376.4976497649765,110.31103110311031,"Concrete 80%, Wood 20%",Beam,Good,-12.35023502350235,22.062206220622063,Standing
2208,Region_3,18,Wood,480.40804080408043,14.932493249324933,29.864986498649866,2285.1485148514853,Snowy,1103.6103610361035,2016-01-17,22.072207220722074,2.2072207220722073,376.5776577657766,110.36103610361036,"Concrete 80%, Wood 20%",Truss,Good,-12.342234223422341,22.072207220722074,Standing
2209,Region_4,23,Steel,480.6030603060306,14.936993699369937,29.873987398739875,2286.138613861386,Cloudy,1104.110411041104,2016-01-18,22.082208220822082,2.2082208220822084,376.65766576657666,110.41104110411041,"Steel 70%, Concrete 30%",Arch,Good,-12.334233423342333,22.082208220822082,Standing
2210,Region_5,46,Concrete,480.7980798079808,14.941494149414941,29.882988298829883,2287.128712871287,Windy,1104.6104610461045,2016-01-19,22.092209220922093,2.2092209220922094,376.73767376737675,110.46104610461046,"Concrete 80%, Wood 20%",Beam,Good,-12.326232623262324,22.092209220922093,Standing
2211,Region_1,42,Wood,480.993099309931,14.945994599459945,29.89198919891989,2288.1188118811883,Rainy,1105.110511051105,2016-01-20,22.102210221022105,2.21022102210221,376.81768176817684,110.51105110511051,"Concrete 80%, Wood 20%",Truss,Good,-12.31823182318232,22.102210221022105,Standing
2212,Region_2,21,Steel,481.18811881188117,14.950495049504951,29.900990099009903,2289.108910891089,Sunny,1105.6105610561056,2016-01-21,22.112211221122113,2.211221122112211,376.8976897689769,110.56105610561056,"Steel 70%, Concrete 30%",Arch,Good,-12.310231023102311,22.112211221122113,Standing
2213,Region_3,42,Concrete,481.38313831383135,14.954995499549955,29.90999099909991,2290.09900990099,Snowy,1106.110611061106,2016-01-22,22.122212221222124,2.212221222122212,376.977697769777,110.61106110611061,"Concrete 80%, Wood 20%",Beam,Good,-12.302230223022303,22.122212221222124,Standing
2214,Region_4,15,Wood,481.5781578157816,14.95949594959496,29.91899189918992,2291.089108910891,Cloudy,1106.6106610661066,2016-01-23,22.132213221322132,2.2132213221322132,377.05770577057706,110.66106610661066,"Concrete 80%, Wood 20%",Truss,Good,-12.294229422942294,22.132213221322132,Standing
2215,Region_5,38,Steel,481.7731773177318,14.963996399639964,29.927992799279927,2292.079207920792,Windy,1107.110711071107,2016-01-24,22.142214221422144,2.2142214221422143,377.13771377137715,110.71107110711071,"Steel 70%, Concrete 30%",Arch,Good,-12.286228622862286,22.142214221422144,Standing
2216,Region_1,11,Concrete,481.96819681968196,14.96849684968497,29.93699369936994,2293.069306930693,Rainy,1107.6107610761076,2016-01-25,22.15221522152215,2.2152215221522153,377.21772177217724,110.76107610761075,"Concrete 80%, Wood 20%",Beam,Good,-12.278227822782277,22.15221522152215,Standing
2217,Region_2,26,Wood,482.16321632163215,14.972997299729974,29.945994599459947,2294.059405940594,Sunny,1108.110811081108,2016-01-26,22.162216221622163,2.2162216221622164,377.2977297729773,110.8110811081108,"Concrete 80%, Wood 20%",Truss,Good,-12.270227022702269,22.162216221622163,Standing
2218,Region_3,36,Steel,482.35823582358233,14.977497749774978,29.954995499549955,2295.0495049504952,Snowy,1108.6108610861086,2016-01-27,22.172217221722175,2.217221722172217,377.3777377737774,110.86108610861085,"Steel 70%, Concrete 30%",Arch,Good,-12.262226222622264,22.172217221722175,Standing
2219,Region_4,20,Concrete,482.5532553255326,14.981998199819982,29.963996399639964,2296.039603960396,Cloudy,1109.110911091109,2016-01-28,22.182218221822183,2.218221822182218,377.45774577457746,110.9110911091109,"Concrete 80%, Wood 20%",Beam,Good,-12.254225422542255,22.182218221822183,Standing
2220,Region_5,34,Wood,482.74827482748276,14.986498649864986,29.972997299729972,2297.029702970297,Windy,1109.6109610961096,2016-01-29,22.192219221922194,2.219221922192219,377.53775377537755,110.96109610961095,"Concrete 80%, Wood 20%",Truss,Good,-12.246224622462247,22.192219221922194,Standing
2221,Region_1,20,Steel,482.94329432943294,14.990999099909992,29.981998199819984,2298.019801980198,Rainy,1110.11101110111,2016-01-30,22.202220222022202,2.22022202220222,377.61776177617764,111.011101110111,"Steel 70%, Concrete 30%",Arch,Good,-12.238223822382238,22.202220222022202,Standing
2222,Region_2,6,Concrete,483.13831383138313,14.995499549954996,29.990999099909992,2299.009900990099,Sunny,1110.6110611061106,2016-01-31,22.212221222122214,2.2212221222122213,377.6977697769777,111.06110611061105,"Concrete 80%, Wood 20%",Beam,Good,-12.23022302230223,22.212221222122214,Standing
2223,Region_3,17,Wood,483.3333333333333,15.0,30.0,2300.0,Snowy,1111.111111111111,2016-02-01,22.222222222222225,2.2222222222222223,377.7777777777778,111.1111111111111,"Concrete 80%, Wood 20%",Truss,Good,-12.222222222222221,22.222222222222225,Standing
2224,Region_4,0,Steel,483.5283528352835,15.004500450045004,30.009000900090008,2300.990099009901,Cloudy,1111.6111611161116,2016-02-02,22.232223222322233,2.2232223222322234,377.85778577857786,111.16111611161115,"Steel 70%, Concrete 30%",Arch,Good,-12.214221422142213,22.232223222322233,Standing
2225,Region_5,34,Concrete,483.72337233723374,15.00900090009001,30.01800180018002,2301.980198019802,Windy,1112.111211121112,2016-02-03,22.242224222422244,2.2242224222422244,377.93779377937796,111.2111211121112,"Concrete 80%, Wood 20%",Beam,Good,-12.206220622062204,22.242224222422244,Standing
2226,Region_1,23,Wood,483.9183918391839,15.013501350135014,30.027002700270028,2302.970297029703,Rainy,1112.6112611261126,2016-02-04,22.252225222522252,2.225222522252225,378.01780178017805,111.26112611261125,"Concrete 80%, Wood 20%",Truss,Good,-12.1982198219822,22.252225222522252,Standing
2227,Region_2,42,Steel,484.1134113411341,15.018001800180018,30.036003600360036,2303.960396039604,Sunny,1113.111311131113,2016-02-05,22.262226222622264,2.226222622262226,378.0978097809781,111.3111311131113,"Steel 70%, Concrete 30%",Arch,Good,-12.190219021902191,22.262226222622264,Standing
2228,Region_3,9,Concrete,484.3084308430843,15.022502250225022,30.045004500450045,2304.9504950495048,Snowy,1113.6113611361136,2016-02-06,22.27222722272227,2.227222722272227,378.1778177817782,111.36113611361135,"Concrete 80%, Wood 20%",Beam,Good,-12.182218221822183,22.27222722272227,Standing
2229,Region_4,13,Wood,484.5034503450345,15.027002700270028,30.054005400540056,2305.940594059406,Cloudy,1114.111411141114,2016-02-07,22.282228222822283,2.2282228222822282,378.25782578257827,111.4111411141114,"Concrete 80%, Wood 20%",Truss,Good,-12.174217421742174,22.282228222822283,Standing
2230,Region_5,28,Steel,484.6984698469847,15.031503150315032,30.063006300630065,2306.930693069307,Windy,1114.6114611461146,2016-02-08,22.292229222922295,2.2292229222922293,378.33783378337836,111.46114611461145,"Steel 70%, Concrete 30%",Arch,Good,-12.166216621662166,22.292229222922295,Standing
2231,Region_1,20,Concrete,484.8934893489349,15.036003600360036,30.072007200720073,2307.920792079208,Rainy,1115.111511151115,2016-02-09,22.302230223022303,2.2302230223022304,378.41784178417845,111.5111511151115,"Concrete 80%, Wood 20%",Beam,Good,-12.158215821582157,22.302230223022303,Standing
2232,Region_2,42,Wood,485.0885088508851,15.04050405040504,30.08100810081008,2308.910891089109,Sunny,1115.6115611561156,2016-02-10,22.312231223122314,2.2312231223122314,378.4978497849785,111.56115611561155,"Concrete 80%, Wood 20%",Truss,Good,-12.150215021502149,22.312231223122314,Standing
2233,Region_3,37,Steel,485.2835283528353,15.045004500450045,30.09000900090009,2309.90099009901,Snowy,1116.1116111611161,2016-02-11,22.322232223222322,2.232223222322232,378.5778577857786,111.6111611161116,"Steel 70%, Concrete 30%",Arch,Good,-12.142214221422144,22.322232223222322,Standing
2234,Region_4,48,Concrete,485.47854785478546,15.04950495049505,30.0990099009901,2310.891089108911,Cloudy,1116.6116611661166,2016-02-12,22.332233223322334,2.233223322332233,378.65786578657867,111.66116611661165,"Concrete 80%, Wood 20%",Beam,Good,-12.134213421342135,22.332233223322334,Standing
2235,Region_5,27,Wood,485.67356735673565,15.054005400540055,30.10801080108011,2311.8811881188117,Windy,1117.1117111711171,2016-02-13,22.342234223422345,2.234223422342234,378.73787378737876,111.7111711171117,"Concrete 80%, Wood 20%",Truss,Good,-12.126212621262127,22.342234223422345,Standing
2236,Region_1,5,Steel,485.8685868586859,15.058505850585059,30.117011701170117,2312.871287128713,Rainy,1117.6117611761176,2016-02-14,22.352235223522353,2.235223522352235,378.81788178817885,111.76117611761175,"Steel 70%, Concrete 30%",Arch,Good,-12.118211821182118,22.352235223522353,Standing
2237,Region_2,38,Concrete,486.0636063606361,15.063006300630063,30.126012601260125,2313.861386138614,Sunny,1118.1118111811181,2016-02-15,22.362236223622364,2.2362236223622363,378.8978897889789,111.8111811181118,"Concrete 80%, Wood 20%",Beam,Good,-12.11021102110211,22.362236223622364,Standing
2238,Region_3,11,Wood,486.25862586258626,15.067506750675069,30.135013501350137,2314.8514851485147,Snowy,1118.6118611861186,2016-02-16,22.372237223722372,2.2372237223722373,378.977897789779,111.86118611861185,"Concrete 80%, Wood 20%",Truss,Good,-12.102210221022101,22.372237223722372,Standing
2239,Region_4,1,Steel,486.45364536453644,15.072007200720073,30.144014401440145,2315.841584158416,Cloudy,1119.111911191119,2016-02-17,22.382238223822384,2.2382238223822384,379.05790579057907,111.9111911191119,"Steel 70%, Concrete 30%",Arch,Good,-12.094209420942093,22.382238223822384,Standing
2240,Region_5,31,Concrete,486.6486648664866,15.076507650765077,30.153015301530154,2316.831683168317,Windy,1119.6119611961194,2016-02-18,22.39223922392239,2.2392239223922394,379.1379137913791,111.96119611961196,"Concrete 80%, Wood 20%",Beam,Good,-12.086208620862084,22.39223922392239,Standing
2241,Region_1,32,Wood,486.8436843684368,15.081008100810081,30.162016201620162,2317.8217821782177,Rainy,1120.11201120112,2016-02-19,22.402240224022403,2.24022402240224,379.21792179217925,112.011201120112,"Concrete 80%, Wood 20%",Truss,Good,-12.07820782078208,22.402240224022403,Standing
